,Company,Sector,Price,Target Price,P/E,P/B,Debt/Eq,P/S,Market Cap,PEG,Dividend %,Beta,Forward P/E,Sales Q/Q,EPS Q/Q,EPS (ttm),EPS next Y,EPS next 5Y,ROA,Cash/sh,ROE,P/FCF,ROI,Insider Own,Inst Own
MLI,"Mueller Industries, Inc.",Industrials,44.43,68.00,17.97,3.20,0.42,1.05,2.51,1.50,1.17,1.20,-,24.30,29.20,2.47,-,12.00,9.80,2.11,19.90,14.04,15.60,1.70,93.40
